City_ID,City,Country,Lat,Lng,Date,Max Temp,Humidity,Clouds,Wind Speed
362,wenling,CN,28.37,121.36,1579645533.0,50.86,84.0,100.0,4.0
363,hillsborough,US,37.57,-122.38,1579645534.0,60.01,71.0,90.0,14.99
364,santa maria,BR,-29.68,-53.81,1579645536.0,77.0,83.0,90.0,4.7
365,sur,OM,22.57,59.53,1579645537.0,66.61,73.0,0.0,4.18
366,newport,GB,51.59,-3.0,1579645308.0,39.0,100.0,75.0,4.7
367,mwinilunga,ZM,-11.74,24.43,1579645539.0,64.45,96.0,100.0,2.17
368,mandapam,IN,9.28,79.12,1579645540.0,78.6,81.0,82.0,17.96
369,esna,EG,25.29,32.55,1579645541.0,55.4,47.0,0.0,4.7
370,sept-iles,CA,50.2,-66.38,1579645277.0,5.0,60.0,75.0,3.36
371,naze,JP,28.37,129.48,1579645543.0,53.6,87.0,75.0,5.82
372,kozlovka,RU,55.84,48.25,1579645544.0,32.0,98.0,90.0,11.18
373,ouesso,CG,1.61,16.05,1579645546.0,77.23,30.0,0.0,1.12
374,domoni,KM,-12.26,44.53,1579645547.0,84.56,78.0,72.0,22.55
375,vila velha,BR,-20.33,-40.29,1579645481.0,73.4,94.0,90.0,8.05
376,kavieng,PG,-2.57,150.8,1579645549.0,82.69,79.0,51.0,12.26
377,marion,US,39.77,-86.16,1579645442.0,32.0,68.0,20.0,8.05
378,tera,NE,14.01,0.75,1579645551.0,78.87,21.0,0.0,8.12
379,shangqiu,CN,34.45,115.65,1579645509.0,37.0,84.0,0.0,2.86
380,domat,CH,46.83,9.45,1579645553.0,35.01,56.0,42.0,9.26
381,manyana,BW,-23.4,21.72,1579645554.0,77.81,32.0,58.0,2.75
382,praya,CV,14.92,-23.51,1579645445.0,71.6,78.0,91.0,16.11
383,summerville,US,33.02,-80.18,1579645431.0,39.99,29.0,1.0,12.75
384,inongo,CD,-1.95,18.27,1579645558.0,80.47,70.0,100.0,3.71
385,kharp,RU,66.8,65.81,1579645559.0,-2.69,99.0,100.0,8.32
386,grand-lahou,CI,5.14,-5.02,1579645560.0,82.22,82.0,84.0,9.8
387,mangan,IN,27.52,88.53,1579645561.0,34.41,44.0,22.0,5.23
388,lompoc,US,34.64,-120.46,1579645361.0,63.0,71.0,1.0,10.29
389,malibu,US,34.01,-118.81,1579645563.0,64.4,59.0,1.0,8.05
390,odda,NO,60.07,6.55,1579645564.0,44.01,87.0,100.0,1.99
391,olafsvik,IS,64.89,-23.71,1579645566.0,39.0,93.0,100.0,21.94
392,chake chake,TZ,-5.25,39.77,1579645567.0,82.27,82.0,100.0,21.94
393,long beach,US,33.77,-118.19,1579645457.0,64.4,63.0,75.0,4.7
394,weligama,LK,5.97,80.42,1579645569.0,73.65,90.0,25.0,5.03
395,sao gabriel da cachoeira,BR,-0.13,-67.09,1579645570.0,85.8,77.0,82.0,1.28
396,vernon,CA,50.26,-119.27,1579645571.0,37.0,100.0,75.0,2.66
397,mpanda,TZ,-6.37,31.04,1579645572.0,66.54,95.0,100.0,2.46
399,oksfjord,NO,70.24,22.35,1579645574.0,32.0,97.0,75.0,24.16
400,suzun,RU,53.78,82.31,1579645575.0,-0.15,98.0,92.0,5.73
401,gua musang,MY,4.88,101.96,1579645576.0,69.08,99.0,97.0,1.52
402,malanje,AO,-9.54,16.34,1579645577.0,67.62,95.0,100.0,5.12
403,pangnirtung,CA,66.15,-65.71,1579645578.0,-20.2,68.0,5.0,3.36
404,gouyave,GD,12.16,-61.73,1579645579.0,80.6,78.0,20.0,13.87
405,southbridge,US,42.08,-72.03,1579645397.0,26.6,37.0,1.0,6.93
406,vangaindrano,MG,-23.35,47.6,1579645581.0,69.13,82.0,100.0,3.67
407,ketchikan,US,55.34,-131.65,1579645582.0,42.8,100.0,90.0,5.82
408,chateauroux,FR,46.82,1.7,1579645584.0,33.8,86.0,0.0,8.05
410,anaconda,US,46.13,-112.94,1579645585.0,44.01,55.0,20.0,8.59
411,balabac,PH,7.99,117.06,1579645586.0,79.81,74.0,79.0,14.81
412,zhangye,CN,38.93,100.45,1579645587.0,21.33,49.0,65.0,3.62
413,asau,RO,46.43,26.4,1579645525.0,32.0,66.0,64.0,5.82
414,henties bay,NA,-22.12,14.28,1579645589.0,66.99,89.0,14.0,5.01
415,dondaicha,IN,21.33,74.57,1579645590.0,68.25,52.0,0.0,1.81
416,havre-saint-pierre,CA,50.23,-63.6,1579645591.0,10.4,78.0,90.0,10.29
417,somerset,US,40.57,-74.55,1579645406.0,34.0,34.0,1.0,6.89
418,kungurtug,RU,50.6,97.52,1579645594.0,-3.95,86.0,100.0,3.85
419,glenwood springs,US,39.55,-107.32,1579645595.0,35.01,80.0,90.0,4.65
420,aldan,RU,58.6,125.39,1579645596.0,-15.47,79.0,70.0,8.46
421,samarai,PG,-10.62,150.67,1579645526.0,79.14,77.0,1.0,3.22
422,ornskoldsvik,SE,63.29,18.72,1579645598.0,37.4,64.0,20.0,19.46
423,madison,US,34.73,-86.57,1579645599.0,37.99,43.0,1.0,8.05
424,spoleto,IT,42.74,12.74,1579645600.0,45.0,80.0,100.0,8.05
425,paamiut,GL,61.99,-49.67,1579645601.0,24.71,85.0,100.0,19.06
426,novikovo,RU,51.15,37.89,1579645603.0,34.39,93.0,100.0,18.9
429,goderich,CA,43.75,-81.72,1579645604.0,32.0,68.0,100.0,1.01
430,kirksville,US,40.19,-92.58,1579645605.0,30.99,74.0,1.0,10.29
431,ous,RU,60.91,61.52,1579645606.0,8.94,94.0,100.0,11.41
432,monchegorsk,RU,67.94,32.87,1579645607.0,15.17,89.0,45.0,6.22
434,marzuq,YE,14.4,46.47,1579645608.0,57.85,88.0,0.0,4.76
435,mago,RU,53.25,140.18,1579645610.0,-13.2,99.0,1.0,3.74
436,kulhudhuffushi,MV,6.62,73.07,1579645611.0,82.22,76.0,38.0,12.62
437,mumford,GH,5.26,-0.76,1579645612.0,79.54,71.0,31.0,3.87
438,darab,IR,28.75,54.54,1579645613.0,48.42,82.0,0.0,5.06
439,erzin,TR,36.96,36.2,1579645614.0,46.4,52.0,0.0,10.29
440,yerbogachen,RU,61.28,108.01,1579645615.0,-14.17,98.0,100.0,3.94
441,cayenne,GF,4.93,-52.33,1579645616.0,78.8,78.0,96.0,5.82
442,sirpur,IN,19.48,79.6,1579645617.0,68.81,71.0,23.0,4.05
443,esperance,AU,-33.87,121.9,1579645618.0,60.8,63.0,75.0,16.11
446,ilebo,CD,-4.32,20.58,1579645620.0,74.53,88.0,100.0,2.33
447,kihei,US,20.79,-156.47,1579645621.0,80.6,50.0,40.0,3.36
448,pulandian,CN,39.4,121.97,1579645622.0,35.6,91.0,95.0,4.47
450,chaman,PK,30.92,66.45,1579645623.0,34.65,74.0,0.0,3.53
451,labuhan,ID,-6.88,112.21,1579645624.0,75.47,88.0,51.0,1.79
453,vermilion,US,40.17,-87.75,1579645626.0,30.99,74.0,40.0,6.93
454,skjervoy,NO,70.03,20.97,1579645627.0,33.67,77.0,100.0,19.44
455,jiexiu,CN,37.02,111.91,1579645628.0,22.3,73.0,0.0,2.84
456,hovd,MN,48.01,91.64,1579645629.0,6.24,54.0,100.0,7.43
458,mayo,US,38.89,-76.51,1579645630.0,34.0,46.0,1.0,8.05
459,jaru,BR,-10.44,-62.47,1579645631.0,84.87,85.0,72.0,4.34
460,sarahan,IN,31.52,77.8,1579645446.0,12.54,92.0,96.0,4.34
461,sherlovaya gora,RU,50.57,116.25,1579645634.0,-15.63,89.0,0.0,2.57
462,harper,LR,4.38,-7.72,1579645635.0,78.39,83.0,0.0,3.04
463,shunyi,CN,40.12,116.65,1579645636.0,30.99,67.0,0.0,8.95
465,xinzhou,CN,38.41,112.73,1579645637.0,16.38,76.0,32.0,1.81
466,lishui,CN,28.46,119.91,1579645638.0,42.94,93.0,100.0,2.66
467,matamoros,MX,25.53,-103.25,1579645639.0,78.8,31.0,40.0,17.22
468,pontianak,ID,-0.03,109.33,1579645346.0,75.2,100.0,40.0,1.68
469,rafraf,TN,37.19,10.18,1579645642.0,60.8,76.0,20.0,16.11
470,sumbe,AO,-11.21,13.84,1579645643.0,78.66,88.0,47.0,6.24
471,itarema,BR,-2.92,-39.92,1579645644.0,79.25,81.0,100.0,4.79
473,senador jose porfirio,BR,-2.59,-51.95,1579645645.0,85.6,65.0,54.0,3.56
474,kita,ML,13.03,-9.49,1579645646.0,83.01,17.0,100.0,1.01
475,skibbereen,IE,51.55,-9.27,1579645647.0,44.6,93.0,75.0,5.82
476,winnemucca,US,40.97,-117.74,1579645648.0,51.8,34.0,75.0,12.75
477,bastrop,US,32.76,-91.87,1579645649.0,43.0,52.0,1.0,6.93
478,miri,MY,4.41,114.01,1579645651.0,77.0,100.0,75.0,5.37
479,puerto quijarro,BO,-17.78,-57.77,1579645652.0,97.36,40.0,54.0,3.62
480,kodinsk,RU,58.69,99.18,1579645653.0,-14.06,96.0,100.0,7.81
481,zhigansk,RU,66.77,123.37,1579645654.0,-27.38,97.0,80.0,9.73
482,alice springs,AU,-23.7,133.88,1579645488.0,82.4,58.0,0.0,14.99
483,manuk mangkaw,PH,4.8,119.85,1579645656.0,80.31,78.0,0.0,13.53
484,axim,GH,4.87,-2.24,1579645657.0,79.27,75.0,99.0,3.36
485,ngunguru,NZ,-35.62,174.5,1579645658.0,73.99,74.0,33.0,5.01
486,mankera,PK,31.39,71.44,1579645660.0,51.73,70.0,0.0,7.2
487,college place,US,46.05,-118.39,1579645661.0,46.0,70.0,90.0,16.11
488,plouzane,FR,48.38,-4.62,1579645662.0,39.2,86.0,0.0,5.82
489,cockburn town,TC,21.46,-71.14,1579645663.0,78.8,74.0,40.0,5.82
490,talnakh,RU,69.49,88.4,1579645664.0,-29.2,66.0,100.0,6.71
491,ancud,CL,-41.87,-73.82,1579645665.0,75.2,47.0,0.0,17.22
492,oranjestad,AW,12.52,-70.03,1579645666.0,80.6,78.0,20.0,20.8
493,ygatimi,PY,-24.08,-55.5,1579645667.0,89.15,61.0,100.0,5.73
494,teahupoo,PF,-17.83,-149.27,1579645668.0,86.0,79.0,75.0,14.99
495,lyuban,BY,52.8,28.0,1579645670.0,37.27,90.0,100.0,17.2
496,egvekinot,RU,66.32,-179.17,1579645671.0,-13.83,97.0,100.0,4.23
497,bafq,IR,31.61,55.41,1579645672.0,41.36,67.0,0.0,6.44
498,kondinskoye,RU,59.65,67.41,1579645673.0,0.95,95.0,100.0,13.4
499,los llanos de aridane,ES,28.66,-17.92,1579645674.0,59.0,67.0,20.0,6.93
500,port macquarie,AU,-31.43,152.92,1579645464.0,81.0,60.0,0.0,5.82
501,kendari,ID,-3.94,122.5,1579645676.0,77.34,85.0,100.0,6.62
502,latung,PH,5.5,120.88,1579645677.0,80.71,74.0,0.0,5.12
503,shimoda,JP,34.67,138.95,1579645678.0,42.01,64.0,100.0,21.3
506,asuncion,PY,-25.3,-57.64,1579645626.0,80.6,83.0,40.0,4.7
508,wilmington,US,34.23,-77.94,1579645651.0,37.99,37.0,1.0,18.34
509,nuuk,GL,64.18,-51.72,1579645682.0,24.8,79.0,75.0,9.17
510,brae,GB,60.4,-1.35,1579645683.0,44.6,87.0,96.0,8.05
511,imeni babushkina,RU,59.76,43.13,1579645684.0,29.23,95.0,98.0,6.4
512,aden,YE,12.78,45.04,1579645629.0,74.84,68.0,48.0,7.29
513,verkhnyaya inta,RU,65.98,60.31,1579645686.0,15.85,80.0,100.0,9.06
514,rosario,AR,-32.95,-60.64,1579645634.0,84.0,69.0,20.0,13.87
515,chaozhou,CN,23.67,116.64,1579645689.0,60.8,82.0,75.0,0.6
516,yulara,AU,-25.24,130.99,1579645690.0,82.4,54.0,2.0,6.93
517,brest,BY,52.1,23.7,1579645691.0,35.31,76.0,100.0,16.31
518,saint-francois,FR,46.42,3.91,1579645692.0,33.01,92.0,84.0,2.24
520,katsuura,JP,35.13,140.3,1579645693.0,42.01,52.0,75.0,10.29
521,granville,AU,-33.83,151.02,1579645694.0,80.01,61.0,20.0,4.7
522,tyrma,RU,50.08,132.17,1579645695.0,-7.01,98.0,98.0,0.87
523,aleksandrovsk-sakhalinskiy,RU,50.9,142.16,1579645697.0,1.11,92.0,12.0,10.67
524,mataram,ID,-8.58,116.12,1579645698.0,77.0,94.0,40.0,4.7
525,dolzhanskaya,RU,46.63,37.8,1579645699.0,36.64,80.0,100.0,18.81
526,beyneu,KZ,45.32,55.2,1579645700.0,27.43,86.0,100.0,14.27
527,natal,BR,-5.79,-35.21,1579645701.0,82.4,78.0,40.0,5.82
528,stawell,AU,-37.05,142.77,1579645702.0,70.54,35.0,100.0,16.6
529,behren-les-forbach,FR,49.17,6.94,1579645703.0,30.2,86.0,0.0,8.05
530,saint-augustin,CA,51.23,-58.65,1579645704.0,3.78,74.0,0.0,16.93
531,fort nelson,CA,58.81,-122.7,1579645705.0,1.4,77.0,40.0,2.68
532,ballybofey,IE,54.8,-7.78,1579645707.0,51.8,87.0,40.0,9.17
533,crateus,BR,-5.18,-40.68,1579645539.0,80.26,70.0,26.0,3.47
534,imbituba,BR,-28.24,-48.67,1579645709.0,77.0,65.0,75.0,4.7
535,las margaritas,MX,16.32,-91.98,1579645710.0,57.51,77.0,88.0,5.17
536,zaozerne,UA,45.16,33.28,1579645711.0,43.92,73.0,86.0,15.57
537,kathmandu,NP,27.72,85.32,1579645631.0,37.4,100.0,20.0,2.24
538,souillac,MU,-20.52,57.52,1579645713.0,77.0,94.0,75.0,3.36
539,perth,AU,-31.93,115.83,1579645696.0,62.01,81.0,75.0,6.93
541,port pirie,AU,-33.18,138.02,1579645716.0,82.4,21.0,97.0,12.75
543,southampton,GB,50.9,-1.4,1579645500.0,36.0,92.0,0.0,2.8
544,gat,IL,31.61,34.76,1579645718.0,48.2,93.0,75.0,5.82
545,london,GB,51.51,-0.13,1579645564.0,39.99,86.0,75.0,3.36
546,green river,US,41.53,-109.47,1579645720.0,30.0,74.0,90.0,11.41
547,kamenka,RU,51.32,42.77,1579645721.0,33.01,95.0,100.0,13.0
548,gaoual,GN,11.75,-13.2,1579645722.0,77.04,23.0,50.0,2.75
549,launceston,AU,-41.45,147.17,1579645723.0,61.0,63.0,100.0,10.29
550,muli,MV,2.92,73.57,1579645724.0,83.05,81.0,99.0,18.59
551,clarksburg,US,39.28,-80.34,1579645725.0,28.4,50.0,1.0,4.7
552,bhuj,IN,23.27,69.67,1579645727.0,65.55,42.0,0.0,8.41
553,jalu,LY,29.03,21.55,1579645728.0,53.17,62.0,0.0,9.55
554,livani,LV,56.35,26.18,1579645729.0,36.5,73.0,100.0,7.29
555,yibin,CN,28.77,104.62,1579645730.0,48.34,71.0,12.0,3.42
556,sola,VU,-13.88,167.55,1579645731.0,78.8,94.0,90.0,16.67
558,luganville,VU,-15.53,167.17,1579645732.0,82.4,69.0,75.0,5.82
559,berestechko,UA,50.36,25.11,1579645733.0,33.21,69.0,47.0,17.11
560,pyaozerskiy,RU,65.83,31.17,1579645735.0,21.52,84.0,0.0,13.09
561,benalla,AU,-36.55,145.98,1579645736.0,75.0,68.0,58.0,1.12
562,zharkent,KZ,44.16,80.0,1579645737.0,15.08,92.0,86.0,5.64
563,wufeng,CN,27.45,104.83,1579645738.0,35.35,95.0,46.0,2.48
564,clyde river,CA,70.47,-68.59,1579645739.0,-4.0,76.0,100.0,27.51
565,ola,RU,59.58,151.28,1579645740.0,-15.97,68.0,0.0,5.23
566,beloha,MG,-25.17,45.05,1579645741.0,67.19,84.0,11.0,11.1
567,bambous virieux,MU,-20.34,57.76,1579645692.0,77.0,94.0,75.0,3.36
568,mafinga,TZ,-7.25,35.07,1579645743.0,69.44,92.0,100.0,3.96
569,tazovskiy,RU,67.47,78.7,1579645745.0,-10.82,96.0,100.0,15.19
570,bima,ID,-8.47,118.72,1579645746.0,72.41,93.0,0.0,0.27
571,west wendover,US,40.74,-114.07,1579645747.0,39.2,55.0,1.0,4.7
572,seoul,KR,37.57,126.98,1579645507.0,32.0,58.0,90.0,2.24
573,chapais,CA,49.78,-74.85,1579645749.0,12.2,85.0,90.0,8.05
574,nelson bay,AU,-32.72,152.15,1579645750.0,82.0,83.0,75.0,6.93
576,aklavik,CA,68.22,-135.01,1579645751.0,-18.4,74.0,20.0,4.7
577,kununurra,AU,-15.77,128.73,1579645753.0,78.8,83.0,75.0,5.82
578,beaumont,US,30.09,-94.1,1579645754.0,57.2,51.0,1.0,4.7
579,alihe,CN,50.57,123.72,1579645755.0,-11.58,91.0,0.0,4.41
580,bolobo,CD,-2.17,16.23,1579645756.0,81.43,68.0,100.0,6.35
581,damietta,EG,31.42,31.81,1579645757.0,57.2,62.0,40.0,11.41
582,saint-pierre,RE,-21.34,55.48,1579645758.0,77.0,100.0,100.0,5.82
583,kazachinskoye,RU,57.7,93.28,1579645759.0,-16.46,97.0,97.0,5.75
584,marsaxlokk,MT,35.84,14.54,1579645760.0,55.99,76.0,40.0,16.11
585,dongsheng,CN,39.82,109.98,1579645761.0,14.23,71.0,0.0,10.4
586,lindi,TZ,-10.0,39.72,1579645762.0,82.4,83.0,40.0,17.22
587,bardiyah,LY,31.76,25.09,1579645764.0,56.55,61.0,100.0,11.83
588,mantua,IT,45.17,10.78,1579645765.0,39.0,86.0,89.0,1.12
589,rapid valley,US,44.06,-103.15,1579645766.0,55.99,34.0,1.0,6.93
590,kathu,TH,7.92,98.33,1579645767.0,80.6,69.0,20.0,5.82
591,nosy varika,MG,-20.58,48.53,1579645768.0,73.04,91.0,100.0,6.58
592,nador,MA,35.17,-2.93,1579645769.0,53.6,81.0,20.0,1.12
593,butterworth,MY,5.4,100.36,1579645553.0,78.8,83.0,20.0,2.24
594,ostrovnoy,RU,68.05,39.51,1579645771.0,15.82,95.0,63.0,17.22
595,san severo,IT,41.69,15.38,1579645773.0,39.0,86.0,20.0,5.82
596,muros,ES,42.78,-9.06,1579645774.0,51.01,70.0,20.0,18.34
597,north bend,US,43.41,-124.22,1579645775.0,54.0,87.0,90.0,14.99
598,takoradi,GH,4.88,-1.76,1579645483.0,79.57,76.0,54.0,3.47
599,proletariy,RU,58.43,31.7,1579645777.0,35.51,73.0,60.0,12.57
600,pisco,PE,-13.7,-76.22,1579645778.0,71.6,30.0,90.0,8.05
601,chernyshevskiy,RU,63.01,112.47,1579645779.0,-18.2,99.0,100.0,2.95
602,riyadh,SA,24.69,46.72,1579645780.0,59.0,33.0,0.0,17.22
603,pascagoula,US,30.37,-88.56,1579645781.0,46.4,33.0,1.0,11.41
604,lencois paulista,BR,-22.6,-48.8,1579645782.0,86.0,58.0,100.0,5.82
605,kaeo,NZ,-35.1,173.78,1579645784.0,79.0,72.0,77.0,1.99
606,hearst,CA,49.68,-83.67,1579645781.0,27.7,83.0,91.0,11.32
607,coihaique,CL,-45.58,-72.07,1579645725.0,75.2,41.0,20.0,4.7
608,betare oya,CM,5.6,14.08,1579645787.0,77.65,18.0,100.0,8.16
609,spring hill,US,28.48,-82.53,1579645788.0,52.0,45.0,1.0,10.29
610,biloela,AU,-24.42,150.5,1579645789.0,76.32,83.0,63.0,6.98
611,fortuna,US,40.6,-124.16,1579645790.0,53.6,76.0,40.0,5.82
612,severo-kurilsk,RU,50.68,156.12,1579645791.0,13.62,90.0,73.0,10.31
613,nanakuli,US,21.39,-158.15,1579645792.0,80.6,61.0,20.0,1.41
614,petrolina,BR,-9.4,-40.5,1579645794.0,89.6,40.0,40.0,8.05
615,conceicao do araguaia,BR,-8.26,-49.26,1579645528.0,83.52,69.0,65.0,3.44
616,usinsk,RU,65.99,57.53,1579645796.0,17.98,93.0,100.0,19.66
617,kananga,CD,-5.9,22.42,1579645797.0,71.74,93.0,100.0,2.33
618,iglesias,IT,39.31,8.54,1579645798.0,59.0,87.0,40.0,24.16
619,isangel,VU,-19.55,169.27,1579645799.0,82.4,74.0,75.0,6.93
620,sarakhs,IR,36.54,61.16,1579645800.0,32.0,88.0,92.0,4.7
621,broken hill,AU,-31.95,141.43,1579645801.0,82.4,21.0,18.0,17.22
622,sonepur,IN,20.83,83.92,1579645803.0,59.47,80.0,45.0,3.47
623,tommot,RU,58.96,126.29,1579645804.0,-21.46,88.0,54.0,2.73
624,la reforma,MX,25.08,-108.05,1579645805.0,84.0,46.0,0.0,5.99
625,la crosse,US,43.8,-91.24,1579645806.0,23.0,73.0,1.0,9.17
626,chistoye,RU,56.54,43.0,1579645807.0,35.6,100.0,90.0,8.95
627,springfield,US,37.22,-93.3,1579645802.0,35.01,65.0,1.0,10.29
628,cortland,US,42.6,-76.08,1579645809.0,27.0,73.0,90.0,3.38
629,denpasar,ID,-8.65,115.22,1579645705.0,80.6,88.0,20.0,5.82
630,rongcheng,CN,30.63,117.85,1579645812.0,42.4,98.0,100.0,2.42
631,ghorawal,IN,24.77,82.78,1579645813.0,52.18,54.0,0.0,0.09
632,ipua,BR,-20.44,-48.01,1579645814.0,71.47,94.0,60.0,5.79
633,farafangana,MG,-22.82,47.83,1579645815.0,78.1,64.0,96.0,14.09
634,bikapur,IN,26.6,82.13,1579645816.0,50.63,65.0,0.0,2.98
635,rio grande,BR,-32.03,-52.1,1579645806.0,77.0,73.0,90.0,22.26
636,kachug,RU,53.96,105.88,1579645818.0,-9.83,92.0,99.0,2.51
637,melilla,ES,35.29,-2.94,1579645589.0,53.6,81.0,20.0,11.72
638,san roque,ES,36.21,-5.38,1579645821.0,53.6,76.0,98.0,4.7
639,awjilah,LY,29.11,21.29,1579645822.0,50.77,67.0,0.0,5.14
640,pangoa,PE,-12.12,-73.0,1579645823.0,76.26,83.0,86.0,1.07
641,alofi,NU,-19.06,-169.92,1579645824.0,82.4,69.0,40.0,9.17
642,qaqortoq,GL,60.72,-46.03,1579645825.0,24.8,85.0,100.0,3.36
643,tigil,RU,57.8,158.67,1579645827.0,4.15,94.0,99.0,1.74
644,letterkenny,IE,54.95,-7.73,1579645828.0,46.92,96.0,89.0,4.59
645,dunedin,NZ,-45.87,170.5,1579645829.0,66.0,72.0,100.0,4.52
646,mount isa,AU,-20.73,139.5,1579645830.0,77.0,78.0,40.0,1.12
647,monroe,US,43.15,-77.68,1579645714.0,28.99,63.0,90.0,14.99
648,mishan,CN,45.55,131.88,1579645832.0,14.56,85.0,93.0,8.86
649,naryan-mar,RU,67.67,53.09,1579645833.0,19.06,95.0,96.0,8.97
650,vestmannaeyjar,IS,63.44,-20.27,1579645784.0,43.48,90.0,100.0,23.29
651,venado tuerto,AR,-33.75,-61.97,1579645836.0,80.01,74.0,53.0,10.4
652,tello,CO,3.07,-75.14,1579645837.0,86.0,58.0,75.0,4.7
653,tucuma,BR,-0.18,-50.05,1579645838.0,76.69,88.0,56.0,9.64
654,sfantu gheorghe,RO,45.87,25.78,1579645839.0,27.0,80.0,100.0,4.45
655,reserva,BR,-24.65,-50.85,1579645840.0,72.5,63.0,94.0,2.84
656,santa rosa de viterbo,BR,-21.47,-47.36,1579645841.0,86.0,55.0,20.0,3.36
657,kokkola,FI,63.83,23.08,1579645842.0,42.01,64.0,50.0,14.99
658,novovarshavka,RU,54.17,74.69,1579645843.0,11.53,95.0,92.0,8.21
659,grand baie,MU,-20.02,57.58,1579645844.0,77.0,94.0,75.0,3.36
660,hobyo,SO,5.35,48.53,1579645846.0,76.59,78.0,50.0,15.61
661,nassjo,SE,57.65,14.7,1579645847.0,41.0,86.0,20.0,9.17
662,ler,SS,8.3,30.14,1579645848.0,66.16,20.0,7.0,7.23
663,rodrigues alves,BR,-7.74,-72.65,1579645849.0,86.0,74.0,75.0,4.7
664,zhicheng,CN,30.3,111.5,1579645850.0,41.0,95.0,100.0,4.25
666,abalak,RU,58.13,68.59,1579645851.0,-4.13,98.0,81.0,7.07
667,portland,US,45.52,-122.68,1579645696.0,50.0,81.0,90.0,10.29
668,iracoubo,GF,5.48,-53.2,1579645853.0,78.62,77.0,62.0,16.13
669,mana,GF,5.66,-53.78,1579645855.0,71.83,90.0,98.0,2.8
670,luwuk,ID,-0.95,122.79,1579645856.0,80.46,64.0,86.0,3.71
671,tiarei,PF,-17.53,-149.33,1579645601.0,86.0,79.0,75.0,14.99
672,porto velho,BR,-8.76,-63.9,1579645565.0,80.6,88.0,75.0,1.12
673,virginia beach,US,36.85,-75.98,1579645626.0,35.6,57.0,20.0,11.41
675,alpine,US,32.84,-116.77,1579645834.0,62.01,87.0,90.0,8.05
676,rudbar,AF,30.15,62.6,1579645861.0,49.71,67.0,82.0,10.4
677,dickinson,US,29.46,-95.05,1579645565.0,59.0,28.0,1.0,5.82
678,strezhevoy,RU,60.73,77.59,1579645864.0,-5.8,83.0,6.0,6.71
679,moussoro,TD,13.64,16.49,1579645865.0,66.04,15.0,25.0,15.68
680,san juan de los morros,VE,9.91,-67.35,1579645866.0,71.91,77.0,63.0,1.23
681,ahipara,NZ,-35.17,173.17,1579645867.0,79.0,72.0,100.0,1.99
682,karoi,ZW,-16.81,29.69,1579645868.0,62.94,97.0,76.0,4.0
683,sao felix do xingu,BR,-6.64,-51.99,1579645869.0,75.45,83.0,74.0,2.55
684,mahon,ES,39.89,4.27,1579645598.0,57.2,93.0,100.0,17.22
685,hualmay,PE,-11.1,-77.61,1579645871.0,70.3,81.0,90.0,4.83
686,grand gaube,MU,-20.01,57.66,1579645727.0,77.0,94.0,75.0,3.36
687,nedjo,ET,9.5,35.5,1579645874.0,56.1,42.0,13.0,3.62
689,aras,ES,42.56,-2.36,1579645875.0,39.99,86.0,78.0,9.17
690,la baule-escoublac,FR,47.29,-2.36,1579645876.0,41.0,77.0,0.0,11.41
691,port lincoln,AU,-34.73,135.87,1579645778.0,66.29,74.0,93.0,14.74
692,makokou,GA,0.57,12.86,1579645878.0,72.01,89.0,99.0,2.71
693,charcas,MX,23.13,-101.12,1579645879.0,58.53,53.0,1.0,8.48
694,pizarro,CO,4.95,-77.37,1579645880.0,77.65,91.0,100.0,21.56
695,paciran,ID,-6.88,112.38,1579645882.0,79.2,86.0,39.0,3.74
696,qena,EG,26.16,32.72,1579645883.0,55.4,47.0,0.0,4.7
697,basoda,IN,23.85,77.93,1579645884.0,55.87,61.0,66.0,7.23
698,kyaukse,MM,21.6,96.13,1579645885.0,59.92,45.0,0.0,0.49
700,roald,NO,62.58,6.13,1579645886.0,39.2,86.0,75.0,23.04
701,stabat,ID,3.76,98.45,1579645887.0,77.0,94.0,40.0,3.76
702,amparafaravola,MG,-17.58,48.22,1579645888.0,66.6,99.0,100.0,3.24
703,gravdal,NO,68.12,13.5,1579645890.0,32.0,66.0,75.0,5.82
704,makat,KZ,47.65,53.35,1579645891.0,27.14,94.0,100.0,18.5
705,tadine,NC,-21.55,167.88,1579645892.0,80.24,61.0,26.0,11.23
706,saint-paul,RE,-21.01,55.27,1579645893.0,77.0,94.0,90.0,4.7
707,okhotsk,RU,59.38,143.3,1579645894.0,-19.28,68.0,59.0,6.8
708,naifaru,MV,5.44,73.37,1579645895.0,83.32,76.0,64.0,22.24
709,senno,RU,59.53,33.92,1579645896.0,33.01,78.0,100.0,1.01
710,emerald,AU,-23.53,148.17,1579645897.0,82.4,74.0,90.0,9.17
711,san ramon de la nueva oran,AR,-23.13,-64.33,1579645898.0,73.31,93.0,100.0,1.7
712,sann,PK,26.04,68.14,1579645900.0,48.2,87.0,8.0,4.7
713,sarh,TD,9.14,18.39,1579645901.0,73.4,35.0,41.0,5.21
714,kochevo,RU,59.6,54.31,1579645902.0,27.79,95.0,100.0,12.35
715,danshui,CN,22.8,114.47,1579645903.0,66.99,77.0,75.0,4.47
716,xai-xai,MZ,-25.05,33.64,1579645904.0,69.19,88.0,93.0,4.74
717,aykhal,RU,66.0,111.5,1579645905.0,-32.8,73.0,66.0,6.71
718,campbellton,CA,48.01,-66.67,1579645906.0,0.1,92.0,47.0,3.85
